state,zip_code,total_income
SC,29827,7532
SC,29827,13141
SC,29827,7494
SC,29827,4486
SC,29827,7720
SC,29828,2377
SC,29828,3059
SC,29828,2390
SC,29828,4414
SC,29829,21549
SC,29829,46170
SC,29829,56336
SC,29829,57070
SC,29829,101836
SC,29829,24151
SC,29831,8115
SC,29831,14723
SC,29831,18093
SC,29831,14145
SC,29831,24485
SC,29831,6075
SC,29832,13310
SC,29832,22761
SC,29832,16102
SC,29832,12587
SC,29832,20157
SC,29832,9056
SC,29835,12946
SC,29835,28845
SC,29835,24286
SC,29835,26189
SC,29835,61215
SC,29835,26116
SC,29836,1247
SC,29836,2103
SC,29836,2705
SC,29838,646
SC,29838,1327
SC,29838,2677
SC,29838,1729
SC,29838,6340
SC,29838,11322
SC,29841,65926
SC,29841,129850
SC,29841,137409
SC,29841,124064
SC,29841,256723
SC,29841,186663
SC,29842,17657
SC,29842,28641
SC,29842,25317
SC,29842,22243
SC,29842,46336
SC,29842,16754
SC,29843,2829
SC,29843,3837
SC,29843,4046
SC,29843,2416
SC,29843,4738
SC,29845,2712
SC,29845,6087
SC,29845,4944
SC,29845,3516
SC,29845,5223
SC,29847,10932
SC,29847,21750
SC,29847,18323
SC,29847,15618
SC,29847,27582
SC,29847,15115
SC,29848,1648
SC,29848,3588
SC,29848,3117
SC,29848,2217
SC,29848,5992
SC,29849,805
SC,29849,2175
SC,29849,3824
SC,29851,19075
SC,29851,31472
SC,29851,28990
SC,29851,23753
SC,29851,38786
SC,29851,16705
SC,29853,13874
SC,29853,26162
SC,29853,20111
SC,29853,19306
SC,29853,31619
SC,29856,6317
SC,29856,12218
SC,29856,10220
SC,29856,7098
SC,29856,16826
SC,29860,27144
SC,29860,53898
SC,29860,69776
SC,29860,81439
SC,29860,227029
SC,29860,104906
SC,29902,26259
SC,29902,62169
SC,29902,60275
SC,29902,54352
SC,29902,124131
SC,29902,171397
SC,29904,3539
SC,29904,5658
SC,29905,2283
SC,29905,3212
SC,29906,49189
SC,29906,112642
SC,29906,82019
SC,29906,54564
SC,29906,97003
SC,29906,68499
SC,29907,21839
SC,29907,47566
SC,29907,57792
SC,29907,59167
SC,29907,167719
SC,29907,206757
SC,29909,30265
SC,29909,81495
SC,29909,118923
SC,29909,146425
SC,29909,427640
SC,29909,472418
SC,29910,87526
SC,29910,199354
SC,29910,193064
SC,29910,197233
SC,29910,580567
SC,29910,1028244
SC,29911,3314
SC,29911,6516
SC,29911,5555
SC,29911,4253
SC,29911,8855
SC,29915,536
SC,29915,1593
SC,29915,3055
SC,29915,7662
SC,29915,28019
SC,29916,3738
SC,29916,6770
SC,29916,6239
SC,29916,4065
SC,29916,7502
SC,29918,12089
SC,29918,17625
SC,29918,12179
SC,29918,7256
SC,29918,10543
SC,29918,41482
SC,29920,23563
SC,29920,39506
SC,29920,31550
SC,29920,27460
SC,29920,95746
SC,29920,135121
SC,29922,2844
SC,29922,4849
SC,29922,2131
SC,29922,3815
SC,29924,9425
SC,29924,18379
SC,29924,14277
SC,29924,11734
SC,29924,17499
SC,29924,18807
SC,29926,40392
SC,29926,82135
SC,29926,84393
SC,29926,99872
SC,29926,380043
SC,29926,732669
SC,29927,23503
SC,29927,44258
SC,29927,29269
SC,29927,26914
SC,29927,61227
SC,29927,50587
SC,29928,26423
SC,29928,52030
SC,29928,56333
SC,29928,59250
SC,29928,258884
SC,29928,1072767
SC,29929,2262
SC,29929,4637
SC,29929,4389
SC,29929,3475
SC,29929,4403
SC,29934,2841
SC,29934,5037
SC,29934,2984
SC,29934,3858
SC,29935,9608
SC,29935,21105
SC,29935,17929
SC,29935,11834
SC,29935,15231
SC,29935,8643
SC,29936,36427
SC,29936,63362
SC,29936,47455
SC,29936,31111
SC,29936,49619
SC,29936,27836
SC,29940,9237
SC,29940,15681
SC,29940,8884
SC,29940,6409
SC,29940,16394
SC,29940,19755
SC,29941,1641
SC,29941,2414
SC,29941,2668
SC,29941,4275
SC,29941,61770
SC,29943,1536
SC,29943,2092
SC,29943,1306
SC,29943,3171
SC,29944,11481
SC,29944,20873
SC,29944,15176
SC,29944,12521
SC,29944,21300
SC,29945,13128
SC,29945,20549
SC,29945,10010
SC,29945,6743
SC,29945,15214
SD,57001,2414
SD,57001,5710
SD,57001,7522
SD,57001,7160
SD,57001,16240
SD,57002,1721
SD,57002,6457
SD,57002,10189
SD,57002,8988
SD,57002,16038
SD,57003,2940
SD,57003,7252
SD,57003,10471
SD,57003,12823
SD,57003,25682
SD,57003,19798
SD,57004,5571
SD,57004,15242
SD,57004,16677
SD,57004,17270
SD,57004,38644
SD,57004,24741
SD,57005,16206
SD,57005,43012
SD,57005,55307
SD,57005,64965
SD,57005,171244
SD,57005,140569
SD,57006,38530
SD,57006,89272
SD,57006,96493
SD,57006,98573
SD,57006,221633
SD,57006,198291
SD,57010,949
SD,57010,2028
SD,57010,2246
SD,57010,2962
SD,57010,11289
SD,57012,2027
SD,57012,4730
SD,57012,5204
SD,57012,5877
SD,57012,14026
SD,57012,10452
SD,57013,7484
SD,57013,20588
SD,57013,21425
SD,57013,21287
SD,57013,46297
SD,57013,38354
SD,57014,2496
SD,57014,6693
SD,57014,7353
SD,57014,7198
SD,57014,11744
SD,57014,8614
SD,57015,1246
SD,57015,3362
SD,57015,3570
SD,57015,4498
SD,57015,10738
SD,57015,10861
SD,57016,1195
SD,57016,3142
SD,57016,2421
SD,57016,3282
SD,57016,17419
SD,57017,1923
SD,57017,5530
SD,57017,6555
SD,57017,7897
SD,57017,16475
SD,57017,8501
SD,57018,2142
SD,57018,5663
SD,57018,5741
SD,57018,9648
SD,57018,15734
SD,57018,11365
SD,57020,2184
SD,57020,5910
SD,57020,9157
SD,57020,9091
SD,57020,23877
SD,57020,14091
SD,57021,354
SD,57021,730
SD,57021,1608
SD,57021,4339
SD,57022,7189
SD,57022,21883
SD,57022,25328
SD,57022,27492
SD,57022,72923
SD,57022,47664
SD,57024,542
SD,57024,2324
SD,57024,3079
SD,57024,5316
SD,57025,4191
SD,57025,9910
SD,57025,13219
SD,57025,14214
SD,57025,39438
SD,57025,25349
SD,57026,1953
SD,57026,6353
SD,57026,8092
SD,57026,5975
SD,57026,11946
SD,57026,8929
SD,57028,5747
SD,57028,15855
SD,57028,15276
SD,57028,13709
SD,57028,19882
SD,57028,16336
SD,57029,4047
SD,57029,9735
SD,57029,10508
SD,57029,9493
SD,57029,17179
SD,57029,12389
SD,57030,4899
SD,57030,11942
SD,57030,12017
SD,57030,16878
SD,57030,41367
SD,57030,30778
SD,57031,1262
SD,57031,2963
SD,57031,3733
SD,57031,4056
SD,57031,6601
SD,57032,10286
SD,57032,30130
SD,57032,37444
SD,57032,49650
SD,57032,110193
SD,57032,108764
SD,57033,8094
SD,57033,19209
SD,57033,24412
SD,57033,27194
SD,57033,78999
SD,57033,51302
SD,57034,760
SD,57034,2925
SD,57034,4454
SD,57034,3671
SD,57034,10001
SD,57035,1875
SD,57035,4698
SD,57035,6303
SD,57035,8185
SD,57035,14907
SD,57035,8208
SD,57036,1129
SD,57036,3290
SD,57036,4457
SD,57036,3625
SD,57036,11974
SD,57037,1453
SD,57037,4761
SD,57037,4958
SD,57037,3658
SD,57037,8753
SD,57038,2263
SD,57038,5829
SD,57038,7636
SD,57038,6590
SD,57038,25314
SD,57038,58313
SD,57039,5527
SD,57039,16046
SD,57039,20400
SD,57039,18705
SD,57039,36038
SD,57039,22008
SD,57040,706
SD,57040,1991
SD,57040,3671
SD,57040,3527
SD,57042,14964
SD,57042,38240
SD,57042,32862
SD,57042,38393
SD,57042,69224
SD,57042,54127
SD,57043,2215
SD,57043,5435
SD,57043,6553
SD,57043,8303
SD,57043,17402
SD,57045,2064
SD,57045,4604
SD,57045,4728
SD,57045,5966
SD,57045,9298
SD,57046,1260
SD,57046,3390
SD,57046,2777
SD,57046,2500
SD,57046,8321
SD,57047,326
SD,57047,2160
SD,57047,3483
SD,57048,1441
SD,57048,4715
SD,57048,4872
SD,57048,4836
SD,57048,13984
SD,57048,6816
SD,57049,10716
SD,57049,28645
SD,57049,32301
SD,57049,32633
SD,57049,106951
SD,57049,532306
SD,57051,433
SD,57051,958
SD,57051,3356
SD,57051,4311
SD,57052,469
SD,57052,2060
SD,57052,3343
SD,57053,2914
SD,57053,8468
SD,57053,11254
SD,57053,11741
SD,57053,22459
SD,57053,7420
SD,57054,668
SD,57054,2693
SD,57054,2267
SD,57054,2965
SD,57054,5539
SD,57055,1400
SD,57055,4604
SD,57055,5759
SD,57055,5918
SD,57055,17972
SD,57055,22742
SD,57058,2872
SD,57058,9092
SD,57058,8450
SD,57058,10166
SD,57058,19824
SD,57058,12369
SD,57059,4111
SD,57059,5743
SD,57059,6307
SD,57059,5809
SD,57059,12137
SD,57062,2241
SD,57062,5806
SD,57062,6376
SD,57062,6680
SD,57062,10863
SD,57063,1735
SD,57063,4676
SD,57063,4545
SD,57063,4690
SD,57063,11168
SD,57064,9448
SD,57064,26500
SD,57064,29631
SD,57064,35684
SD,57064,89802
SD,57064,42785
SD,57065,583
SD,57065,1723
SD,57065,1919
SD,57065,1988
SD,57065,2746
SD,57066,2651
SD,57066,8069
SD,57066,6508
SD,57066,8359
SD,57066,17340
SD,57067,779
SD,57067,1692
SD,57067,3680
SD,57067,5034
SD,57068,2674
SD,57068,6816
SD,57068,8213
SD,57068,9506
SD,57068,18715
SD,57068,13818
SD,57069,20112
SD,57069,40754
SD,57069,35912
SD,57069,38209
SD,57069,74790
SD,57069,63391
SD,57070,2252
SD,57070,6261
SD,57070,6182
SD,57070,6059
SD,57070,14602
SD,57071,4744
SD,57071,12507
SD,57071,15987
SD,57071,18760
SD,57071,33599
SD,57071,20459
SD,57072,1108
SD,57072,3038
SD,57072,3061
SD,57072,3050
SD,57072,8431
SD,57073,1031
SD,57073,2479
SD,57073,3586
SD,57073,2305
SD,57073,6728
SD,57075,1553
SD,57075,3763
SD,57075,5655
SD,57075,6348
SD,57075,14455
SD,57075,32324
SD,57076,322
SD,57076,1295
SD,57076,2678
SD,57076,7416
SD,57077,1673
SD,57077,6009
SD,57077,8118
SD,57077,8775
SD,57077,20092
SD,57078,35076
SD,57078,95199
SD,57078,90662
SD,57078,88611
SD,57078,166647
SD,57078,151288
SD,57103,72730
SD,57103,208535
SD,57103,173769
SD,57103,158370
SD,57103,327526
SD,57103,352769
SD,57104,68327
SD,57104,198341
SD,57104,148639
SD,57104,108338
SD,57104,172581
SD,57104,206586
SD,57105,40537
SD,57105,120646
SD,57105,112622
SD,57105,96210
SD,57105,182213
SD,57105,386337
SD,57106,82877
SD,57106,240979
SD,57106,233674
SD,57106,238346
SD,57106,465340
SD,57106,262575
SD,57107,21211
SD,57107,65628
SD,57107,57999
SD,57107,49773
SD,57107,90736
SD,57107,64188
SD,57108,43576
SD,57108,122553
SD,57108,130674
SD,57108,137841
SD,57108,452087
SD,57108,1262404
SD,57110,34306
SD,57110,92489
SD,57110,89007
SD,57110,101621
SD,57110,297913
SD,57110,302314
SD,57201,49207
SD,57201,129695
SD,57201,115760
SD,57201,122452
SD,57201,218490
SD,57201,240148
SD,57212,4332
SD,57212,10347
SD,57212,11751
SD,57212,10701
SD,57212,21867
SD,57212,16426
SD,57213,430
SD,57213,852
SD,57213,3513
SD,57213,2934
SD,57216,2187
SD,57216,4303
SD,57216,5476
SD,57216,7369
SD,57216,10922
SD,57216,13246
SD,57218,490
SD,57218,1311
SD,57218,3276
SD,57218,3427
SD,57219,737
SD,57219,2254
SD,57219,2842
SD,57219,2892
SD,57219,4606
SD,57220,1043
SD,57220,3130
SD,57220,4497
SD,57220,3864
SD,57220,15036
SD,57221,1381
SD,57221,2823
SD,57221,5014
SD,57221,3754
SD,57221,11690
SD,57223,2531
SD,57223,5871
SD,57223,6323
SD,57223,8621
SD,57223,16270
SD,57225,3239
SD,57225,7981
SD,57225,9599
SD,57225,7957
SD,57225,14133
SD,57225,9785
SD,57226,3476
SD,57226,9508
SD,57226,10611
SD,57226,10060
SD,57226,18455
SD,57226,5798
SD,57227,816
SD,57227,1500
SD,57227,3381
SD,57227,5908
SD,57231,2869
SD,57231,7065
SD,57231,6153
SD,57231,8524
SD,57231,17648
SD,57231,8079
SD,57232,783
SD,57232,1131
SD,57232,1651
SD,57232,1762
SD,57232,3222
SD,57234,1826
SD,57234,5571
SD,57234,6151
SD,57234,5688
SD,57234,15708
SD,57235,1395
SD,57235,3385
SD,57235,4267
SD,57235,4642
SD,57235,12553
SD,57236,1843
SD,57236,2678
SD,57237,1191
SD,57237,2573
SD,57237,2860
SD,57237,3158
SD,57237,5051
SD,57237,9177
SD,57238,705
SD,57238,2360
SD,57238,2604
SD,57238,2050
SD,57238,3276
SD,57239,369
SD,57239,935
SD,57239,1951
SD,57239,5271
SD,57241,1534
SD,57241,4173
SD,57241,5413
SD,57241,5018
SD,57241,12935
SD,57242,638
SD,57242,1644
SD,57242,3906
SD,57242,8490
SD,57243,1224
SD,57243,2782
SD,57243,3181
SD,57243,2530
SD,57243,6857
SD,57247,678
SD,57247,1393
SD,57247,1304
SD,57247,1995
SD,57247,9231
SD,57248,1785
SD,57248,3994
SD,57248,6392
SD,57248,4854
SD,57248,16501
SD,57249,1645
SD,57249,4300
SD,57249,4967
SD,57249,7290
SD,57249,13071
SD,57252,8936
SD,57252,21942
SD,57252,23144
SD,57252,24742
SD,57252,44260
SD,57252,40373
SD,57255,857
SD,57255,2633
SD,57255,1951
SD,57255,2000
SD,57255,5227
SD,57257,1302
SD,57257,3206
SD,57257,1890
SD,57257,3161
SD,57258,277
SD,57258,1861
SD,57258,4280
SD,57259,1013
SD,57259,1643
SD,57259,3237
SD,57259,2029
SD,57259,6216
SD,57260,1865
SD,57260,3533
SD,57260,5525
SD,57260,4675
SD,57260,21380
SD,57261,708
SD,57261,1405
SD,57261,1462
SD,57261,4069
SD,57262,10324
SD,57262,25847
SD,57262,18197
SD,57262,15923
SD,57262,25165
SD,57262,15624
SD,57263,842
SD,57263,2033
SD,57263,2645
SD,57263,1868
SD,57263,2682
SD,57264,393
SD,57264,824
SD,57264,1511
SD,57264,4346
SD,57266,1142
SD,57266,3265
SD,57266,2600
SD,57266,2240
SD,57266,4379
SD,57268,700
SD,57268,1597
SD,57268,3563
SD,57268,8362
SD,57269,469
SD,57269,1641
SD,57269,1941
SD,57269,2306
SD,57269,5905
SD,57270,1199
SD,57270,3087
SD,57270,3879
SD,57270,4841
SD,57273,2380
SD,57273,4335
SD,57273,4798
SD,57273,3285
SD,57273,7757
SD,57274,5737
SD,57274,13787
SD,57274,12281
SD,57274,12297
SD,57274,22552
SD,57274,15172
SD,57276,1650
SD,57276,5102
SD,57276,6050
SD,57276,6715
SD,57276,12611
SD,57278,2177
SD,57278,2553
SD,57278,3158
SD,57278,2668
SD,57278,4957
SD,57279,1687
SD,57279,5336
SD,57279,5307
SD,57279,4919
SD,57279,12984
SD,57301,35830
SD,57301,89459
SD,57301,82721
SD,57301,80010
SD,57301,149861
SD,57301,188256
SD,57311,2350
SD,57311,4063
SD,57311,6045
SD,57311,8092
SD,57311,18270
SD,57312,527
SD,57312,1942
SD,57312,2294
SD,57312,2871
SD,57312,7378
SD,57313,1997
SD,57313,4581
SD,57313,4849
SD,57313,5457
SD,57313,16234
SD,57314,1056
SD,57314,2913
SD,57314,3355
SD,57314,1976
SD,57314,6465
SD,57315,1906
SD,57315,4263
SD,57315,4672
SD,57315,4799
SD,57315,11089
SD,57317,995
SD,57317,1659
SD,57317,2006
SD,57317,5102
SD,57319,1940
SD,57319,4053
SD,57319,4807
SD,57319,4550
SD,57319,10744
SD,57321,502
SD,57321,3029
SD,57321,2355
SD,57321,3208
SD,57322,453
SD,57322,2390
SD,57322,5487
SD,57324,701
SD,57324,1979
SD,57324,3340
SD,57324,6672
SD,57325,6148
SD,57325,13768
SD,57325,15550
SD,57325,13987
SD,57325,23135
SD,57325,18960
SD,57328,1886
SD,57328,4273
SD,57328,5981
SD,57328,6145
SD,57328,13858
SD,57330,811
SD,57330,1574
SD,57330,3416
SD,57330,3933
SD,57331,646
SD,57331,1787
SD,57331,2612
SD,57331,3138
SD,57331,3909
SD,57332,3087
SD,57332,8668
SD,57332,10355
SD,57332,11431
SD,57332,22942
SD,57332,11990
SD,57334,2175
SD,57334,3601
SD,57334,4571
SD,57334,4612
SD,57334,9392
SD,57335,524
SD,57335,977
SD,57335,1493
SD,57335,2334
SD,57339,3139
SD,57339,4959
SD,57339,3063
SD,57339,2134
SD,57340,396
SD,57340,1406
SD,57340,1303
SD,57340,2083
SD,57340,5916
SD,57342,1023
SD,57342,2605
SD,57342,2536
SD,57342,2728
SD,57342,9091
SD,57345,1929
SD,57345,4822
SD,57345,5617
SD,57345,4809
SD,57345,9929
SD,57345,7373
SD,57348,722
SD,57348,1956
SD,57348,2369
SD,57348,3063
SD,57348,11242
SD,57349,2697
SD,57349,6083
SD,57349,7477
SD,57349,8023
SD,57349,10683
SD,57349,6541
SD,57350,30094
SD,57350,88308
SD,57350,63200
SD,57350,60841
SD,57350,94191
SD,57350,73923
SD,57353,1198
SD,57353,3559
SD,57353,4112
SD,57353,3201
SD,57353,11642
SD,57355,2343
SD,57355,5287
SD,57355,5301
SD,57355,4411
SD,57355,11942
SD,57356,3267
SD,57356,6833
SD,57356,5240
SD,57356,4556
SD,57356,9270
SD,57359,1120
SD,57359,2728
SD,57359,3690
SD,57359,2276
SD,57359,11385
SD,57362,3588
SD,57362,7986
SD,57362,9862
SD,57362,11021
SD,57362,15908
SD,57362,14990
SD,57363,1692
SD,57363,5005
SD,57363,4691
SD,57363,4464
SD,57363,12771
SD,57365,1312
SD,57365,2242
SD,57365,1725
SD,57365,2412
SD,57365,3716
SD,57366,3718
SD,57366,9937
SD,57366,10894
SD,57366,10551
SD,57366,25012
SD,57366,12615
SD,57368,1945
SD,57368,5440
SD,57368,5627
SD,57368,6589
SD,57368,13655
SD,57369,4204
SD,57369,9719
SD,57369,11402
SD,57369,10086
SD,57369,19863
SD,57369,18266
SD,57370,1902
SD,57370,2561
SD,57370,3253
SD,57370,2793
SD,57370,8286
SD,57371,447
SD,57371,2187
SD,57371,3286
SD,57373,674
SD,57373,1687
SD,57373,4238
SD,57373,6608
SD,57374,699
SD,57374,1593
SD,57374,2723
SD,57374,4020
SD,57375,1035
SD,57375,3246
SD,57375,4073
SD,57375,2443
SD,57375,6249
SD,57376,1941
SD,57376,4384
SD,57376,3917
SD,57376,4290
SD,57376,7253
SD,57380,6507
SD,57380,12009
SD,57380,9274
SD,57380,7842
SD,57380,23405
SD,57381,832
SD,57381,1690
SD,57381,3773
SD,57381,2594
SD,57381,4247
SD,57382,2356
SD,57382,5844
SD,57382,6237
SD,57382,4449
SD,57382,12604
SD,57383,1369
SD,57383,2925
SD,57383,3763
SD,57383,4116
SD,57383,5454
SD,57384,1349
SD,57384,3924
SD,57384,4562
SD,57384,4722
SD,57384,11805
SD,57385,2339
SD,57385,5786
SD,57385,5394
SD,57385,5134
SD,57385,8140
SD,57401,59161
SD,57401,152431
SD,57401,151569
SD,57401,139375
SD,57401,278809
SD,57401,257304
SD,57422,1082
SD,57422,2554
SD,57422,3499
SD,57424,503
SD,57424,1093
SD,57424,1324
SD,57424,2015
SD,57424,4054
SD,57427,1042
SD,57427,2092
SD,57427,2298
SD,57427,2802
SD,57427,8243
SD,57427,8958
SD,57428,976
SD,57428,2775
SD,57428,2640
SD,57428,2938
SD,57428,12616
SD,57430,3815
SD,57430,9025
SD,57430,11909
SD,57430,10589
SD,57430,18929
SD,57430,14729
SD,57432,712
SD,57432,1540
SD,57432,2989
SD,57432,5061
SD,57433,469
SD,57433,2158
SD,57433,1862
SD,57433,2491
SD,57433,6569
SD,57434,695
SD,57434,1621
SD,57434,3956
SD,57434,7480
SD,57435,540
SD,57435,810
SD,57435,2022
SD,57435,3755
SD,57436,798
SD,57436,1537
SD,57436,1998
SD,57436,2198
SD,57436,6884
SD,57437,2330
SD,57437,5609
SD,57437,5116
SD,57437,5173
SD,57437,15690
SD,57438,1730
SD,57438,5026
SD,57438,4345
SD,57438,5512
SD,57438,8662
SD,57438,12443
SD,57440,1258
SD,57440,1775
SD,57440,2847
SD,57440,5991
SD,57441,1049
SD,57441,2291
SD,57441,2577
SD,57441,2349
SD,57441,8846
SD,57442,2595
SD,57442,6745
SD,57442,8441
SD,57442,7037
SD,57442,18145
SD,57442,21967
SD,57445,3080
SD,57445,7707
SD,57445,8910
SD,57445,9449
SD,57445,24627
SD,57445,24805
SD,57446,665
SD,57446,1980
SD,57446,3673
SD,57446,5866
SD,57448,442
SD,57448,882
SD,57448,2837
SD,57448,2974
SD,57450,1049
SD,57450,2664
SD,57450,2615
SD,57450,2842
SD,57450,12414
SD,57451,3110
SD,57451,7622
SD,57451,9285
SD,57451,10926
SD,57451,26110
SD,57451,23589
SD,57452,391
SD,57452,1346
SD,57452,2212
SD,57452,3355
SD,57454,810
SD,57454,2395
SD,57454,3178
SD,57454,2780
SD,57454,7346
SD,57456,1328
SD,57456,2671
SD,57456,4438
SD,57456,2658
SD,57456,8015
SD,57460,360
SD,57460,1520
SD,57460,1443
SD,57460,1699
SD,57460,7878
SD,57461,547
SD,57461,1631
SD,57461,1978
SD,57461,1995
SD,57461,8412
SD,57465,665
SD,57465,894
SD,57465,1374
SD,57465,2821
SD,57465,11839
SD,57467,557
SD,57467,1050
SD,57467,2350
SD,57467,3753
SD,57468,331
SD,57468,1095
SD,57468,1549
SD,57468,4183
SD,57469,5736
SD,57469,16569
SD,57469,14890
SD,57469,12834
SD,57469,23302
SD,57469,14839
SD,57471,981
SD,57471,3047
SD,57471,2400
SD,57471,1851
SD,57471,15444
SD,57472,1705
SD,57472,4133
SD,57472,3996
SD,57472,4300
SD,57472,10531
SD,57472,10476
SD,57476,675
SD,57476,2613
SD,57476,2269
SD,57476,1748
SD,57476,8761
SD,57479,717
SD,57479,2585
SD,57479,2619
SD,57479,3493
SD,57479,18549
SD,57481,782
SD,57481,1795
SD,57481,2374
SD,57481,2479
SD,57481,4359
SD,57501,28123
SD,57501,75278
SD,57501,82516
SD,57501,82961
SD,57501,198112
SD,57501,152720
SD,57522,742
SD,57522,2077
SD,57522,2214
SD,57522,1917
SD,57522,6110
SD,57523,2117
SD,57523,5219
SD,57523,4732
SD,57523,3614
SD,57523,15832
SD,57528,1351
SD,57528,3161
SD,57528,2788
SD,57528,2676
SD,57528,5563
SD,57529,709
SD,57529,1985
SD,57529,1987
SD,57529,2744
SD,57532,5022
SD,57532,14940
SD,57532,15000
SD,57532,15273
SD,57532,28918
SD,57532,40839
SD,57533,4190
SD,57533,8387
SD,57533,6717
SD,57533,6869
SD,57533,12747
SD,57533,8633
SD,57536,812
SD,57536,2004
SD,57536,2006
SD,57536,2055
SD,57536,4946
SD,57538,695
SD,57538,2328
SD,57538,4381
SD,57543,1791
SD,57543,3925
SD,57543,3785
SD,57543,2937
SD,57543,4502
SD,57544,730
SD,57544,1886
SD,57544,4206
SD,57544,7899
SD,57548,2532
SD,57548,4624
SD,57548,3547
SD,57548,2789
SD,57551,3647
SD,57551,8881
SD,57551,6913
SD,57551,6125
SD,57551,12561
SD,57552,1119
SD,57552,2340
SD,57552,2444
SD,57552,2159
SD,57552,7467
SD,57555,7022
SD,57555,15459
SD,57555,10349
SD,57555,5898
SD,57555,10464
SD,57559,1582
SD,57559,2579
SD,57559,3165
SD,57559,2716
SD,57559,6705
SD,57560,810
SD,57560,2332
SD,57564,1727
SD,57564,4440
SD,57564,4642
SD,57564,4967
SD,57564,11279
SD,57564,16557
SD,57566,1603
SD,57566,2284
SD,57566,2388
SD,57567,2798
SD,57567,6074
SD,57567,6479
SD,57567,6484
SD,57567,10431
SD,57567,8804
SD,57568,1611
SD,57568,3213
SD,57568,3689
SD,57568,2417
SD,57568,8978
SD,57569,823
SD,57569,1782
SD,57569,2567
SD,57569,3929
SD,57572,2357
SD,57572,5058
SD,57572,2525
SD,57572,2096
SD,57577,1541
SD,57577,3305
SD,57577,3059
SD,57579,2699
SD,57579,4995
SD,57579,2874
SD,57579,2146
SD,57579,7551
SD,57580,8931
SD,57580,17576
SD,57580,16784
SD,57580,15707
SD,57580,28135
SD,57580,28523
SD,57601,8334
SD,57601,16064
SD,57601,16618
SD,57601,16417
SD,57601,26835
SD,57601,21593
SD,57620,597
SD,57620,2026
SD,57620,2228
SD,57620,1815
SD,57620,5102
SD,57623,1880
SD,57623,4416
SD,57623,3066
SD,57623,2335
SD,57623,5145
SD,57625,6954
SD,57625,18891
SD,57625,12407
SD,57625,8030
SD,57625,14730
SD,57626,2072
SD,57626,3274
SD,57626,2735
SD,57626,3221
SD,57626,8175
SD,57631,474
SD,57631,1333
SD,57631,2321
SD,57631,9335
SD,57632,1226
SD,57632,2697
SD,57632,3026
SD,57632,2679
SD,57632,9616
SD,57633,923
SD,57633,1611
SD,57633,3683
SD,57633,3320
SD,57638,3440
SD,57638,7321
SD,57638,7498
SD,57638,6631
SD,57638,14134
SD,57642,2587
SD,57642,5649
SD,57642,5202
SD,57642,2911
SD,57642,6196
SD,57644,400
SD,57644,1040
SD,57644,1318
SD,57644,4064
SD,57646,1139
SD,57646,1381
SD,57646,4532
SD,57648,489
SD,57648,1363
SD,57648,1578
SD,57648,2318
SD,57648,4040
SD,57656,1348
SD,57656,3254
SD,57656,3216
SD,57656,3745
SD,57656,11756
SD,57658,763
SD,57658,1912
SD,57701,106180
SD,57701,226056
SD,57701,177474
SD,57701,149414
SD,57701,245773
SD,57701,192279
SD,57702,55146
SD,57702,133781
SD,57702,153144
SD,57702,164555
SD,57702,438726
SD,57702,695307
SD,57703,34046
SD,57703,85393
SD,57703,83853
SD,57703,86937
SD,57703,136819
SD,57703,37690
SD,57706,10510
SD,57706,10207
SD,57706,7876
SD,57706,4009
SD,57706,3757
SD,57714,1319
SD,57714,2734
SD,57714,1857
SD,57716,878
SD,57716,1842
SD,57716,3541
SD,57717,17171
SD,57717,36715
SD,57717,37875
SD,57717,35555
SD,57717,55771
SD,57717,32427
SD,57718,13001
SD,57718,33186
SD,57718,40278
SD,57718,41444
SD,57718,67839
SD,57718,30727
SD,57719,33336
SD,57719,87724
SD,57719,98268
SD,57719,99299
SD,57719,209448
SD,57719,100815
SD,57720,927
SD,57720,2749
SD,57720,3905
SD,57720,3330
SD,57720,15373
SD,57722,598
SD,57722,2720
SD,57722,3250
SD,57725,352
SD,57725,1114
SD,57725,1287
SD,57725,3425
SD,57730,10141
SD,57730,21269
SD,57730,27372
SD,57730,27789
SD,57730,59780
SD,57730,33299
SD,57732,6242
SD,57732,11779
SD,57732,10958
SD,57732,9485
SD,57732,17992
SD,57732,26913
SD,57735,2490
SD,57735,5357
SD,57735,4947
SD,57735,5471
SD,57735,10568
SD,57738,609
SD,57738,888
SD,57738,2567
SD,57744,4852
SD,57744,10162
SD,57744,11514
SD,57744,12066
SD,57744,29886
SD,57744,18441
SD,57745,4847
SD,57745,9134
SD,57745,11684
SD,57745,11000
SD,57745,21488
SD,57745,24470
SD,57747,11855
SD,57747,25856
SD,57747,27856
SD,57747,24540
SD,57747,51905
SD,57747,24199
SD,57750,738
SD,57750,1909
SD,57750,2410
SD,57751,2702
SD,57751,3602
SD,57751,3421
SD,57751,4042
SD,57751,16453
SD,57752,4108
SD,57752,9422
SD,57752,5114
SD,57752,2700
SD,57752,4004
SD,57754,9737
SD,57754,16739
SD,57754,15692
SD,57754,14002
SD,57754,25307
SD,57754,39471
SD,57759,637
SD,57759,1259
SD,57759,1409
SD,57759,1682
SD,57759,11477
SD,57760,2376
SD,57760,5319
SD,57760,5079
SD,57760,3708
SD,57760,11678
SD,57761,2083
SD,57761,5733
SD,57761,6539
SD,57761,4601
SD,57761,11001
SD,57762,1209
SD,57762,1826
